"","no","year","valor","ent","opt","cons","cve_ent","indicador","ods","obj_ods","c_eje","eje","hex_ods","hex_eje","hex_dimension","hex_obj_est","proyec","sentido","c_dimension","dimension","c_obj_est","obj_est","dif_ab","u_med","unidad_de_medida"
"2083",134,2007,42.3830612809204,"Coahuila",NA,NA,"5","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2084",134,2007,32.7471214622001,"Colima",NA,NA,"6","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2085",134,2007,9.34834381063014,"Chiapas",NA,NA,"7","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2086",134,2007,38.6155852620844,"Chihuahua",NA,NA,"8","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2087",134,2007,60.3573126065927,"Ciudad de México",NA,NA,"9","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2088",134,2007,18.7356221389668,"Durango",NA,NA,"10","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2089",134,2007,21.652420778966,"Guanajuato",NA,NA,"11","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2090",134,2007,12.7403990147019,"Guerrero",NA,NA,"12","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2091",134,2007,16.1933203945918,"Hidalgo",NA,NA,"13","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2092",134,2007,29.6798354439852,"Jalisco",NA,NA,"14","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2093",134,2007,16.2824088516947,"México",NA,NA,"15","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2094",134,2007,14.1528112867955,"Michoacán",NA,NA,"16","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2095",134,2007,26.3727640418816,"Morelos",NA,NA,"17","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2096",134,2007,18.9347672740508,"Nayarit",NA,NA,"18","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2097",134,2007,53.9114666388839,"Nuevo León",NA,NA,"19","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2098",134,2007,9.24966801264662,"Oaxaca",NA,NA,"20","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2099",134,2007,16.0290764265304,"Puebla",NA,NA,"21","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2100",134,2007,37.8493607143526,"Querétaro",NA,NA,"22","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2101",134,2007,50.1637161280908,"Quintana Roo",NA,NA,"23","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2102",134,2007,20.9241857530772,"San Luis Potosí",NA,NA,"24","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2103",134,2007,23.9726682168012,"Sinaloa",NA,NA,"25","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2104",134,2007,33.016807483285,"Sonora",NA,NA,"26","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2105",134,2007,20.7388107046199,"Tabasco",NA,NA,"27","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2106",134,2007,39.7835823479238,"Tamaulipas",NA,NA,"28","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2107",134,2007,14.8698621528374,"Tlaxcala",NA,NA,"29","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2108",134,2007,18.8752365591527,"Veracruz",NA,NA,"30","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2109",134,2007,21.916923325374,"Yucatán",NA,NA,"31","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2110",134,2007,15.158363367427,"Zacatecas",NA,NA,"32","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2111",134,2007,26.9741522000422,"Nacional",NA,NA,"33","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2112",134,2008,34.2445564159561,"Aguascalientes",NA,NA,"1","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2113",134,2008,43.7856941500747,"Baja California",NA,NA,"2","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2114",134,2008,53.7938220256004,"Baja California Sur",NA,NA,"3","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2115",134,2008,25.8330541962645,"Campeche",NA,NA,"4","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2116",134,2008,43.5449688113337,"Coahuila",NA,NA,"5","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2117",134,2008,36.2118553768997,"Colima",NA,NA,"6","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2118",134,2008,9.79253328979192,"Chiapas",NA,NA,"7","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2119",134,2008,40.5828748508307,"Chihuahua",NA,NA,"8","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2120",134,2008,62.1067657124582,"Ciudad de México",NA,NA,"9","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2121",134,2008,19.2329764892373,"Durango",NA,NA,"10","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2122",134,2008,21.496493595508,"Guanajuato",NA,NA,"11","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2123",134,2008,14.9240849558031,"Guerrero",NA,NA,"12","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2124",134,2008,17.1294931417937,"Hidalgo",NA,NA,"13","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2125",134,2008,31.979453546596,"Jalisco",NA,NA,"14","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2126",134,2008,18.2788103745353,"México",NA,NA,"15","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2127",134,2008,15.498088881657,"Michoacán",NA,NA,"16","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2128",134,2008,26.924697904313,"Morelos",NA,NA,"17","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2129",134,2008,23.055008676719,"Nayarit",NA,NA,"18","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2130",134,2008,60.0359775234113,"Nuevo León",NA,NA,"19","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2131",134,2008,10.3270802462168,"Oaxaca",NA,NA,"20","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2132",134,2008,16.3828744119937,"Puebla",NA,NA,"21","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2133",134,2008,37.3871404194883,"Querétaro",NA,NA,"22","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2134",134,2008,59.101513046719,"Quintana Roo",NA,NA,"23","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2135",134,2008,22.2152205885511,"San Luis Potosí",NA,NA,"24","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2136",134,2008,26.9493974078322,"Sinaloa",NA,NA,"25","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2137",134,2008,36.5884723154945,"Sonora",NA,NA,"26","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2138",134,2008,22.4663224290938,"Tabasco",NA,NA,"27","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2139",134,2008,45.3229086504359,"Tamaulipas",NA,NA,"28","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2140",134,2008,15.06826883882,"Tlaxcala",NA,NA,"29","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2141",134,2008,20.0884712673366,"Veracruz",NA,NA,"30","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2142",134,2008,25.7005471729398,"Yucatán",NA,NA,"31","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2143",134,2008,16.2369890891527,"Zacatecas",NA,NA,"32","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2144",134,2008,28.9224842098833,"Nacional",NA,NA,"33","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2145",134,2009,34.5188782554873,"Aguascalientes",NA,NA,"1","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2146",134,2009,48.1084683043139,"Baja California",NA,NA,"2","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2147",134,2009,54.8592648858505,"Baja California Sur",NA,NA,"3","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2148",134,2009,28.630604288499,"Campeche",NA,NA,"4","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2149",134,2009,44.8723000008756,"Coahuila",NA,NA,"5","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2150",134,2009,34.483135250346,"Colima",NA,NA,"6","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2151",134,2009,10.5493307047393,"Chiapas",NA,NA,"7","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2152",134,2009,38.6644679958878,"Chihuahua",NA,NA,"8","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2153",134,2009,62.9786308841569,"Ciudad de México",NA,NA,"9","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2154",134,2009,19.2850334059634,"Durango",NA,NA,"10","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2155",134,2009,21.6126170675773,"Guanajuato",NA,NA,"11","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2156",134,2009,16.2439018915581,"Guerrero",NA,NA,"12","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2157",134,2009,17.5581438121954,"Hidalgo",NA,NA,"13","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2158",134,2009,33.9543053406205,"Jalisco",NA,NA,"14","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2159",134,2009,20.209122841569,"México",NA,NA,"15","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2160",134,2009,16.8885012839414,"Michoacán",NA,NA,"16","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2161",134,2009,28.6347451507682,"Morelos",NA,NA,"17","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2162",134,2009,25.4703620150135,"Nayarit",NA,NA,"18","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
"2163",134,2009,64.0733393299407,"Nuevo León",NA,NA,"19","Tasa de cajeros automáticos por cada 100,000 habitantes","8","Trabajo decente y crecimiento económico",4,"Aguascalientes competitivo, diversificado y próspero","A21942","A3CF5E","666666","FF5F01",0,"0",2,"Desarrollo Económico",6,"Inversión y empleo",NA,"Porcentaje","Porcentaje"
